build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,result_torque_nm,confidence
BUILD_47FA4E6E,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_3F8E3EB8,OBD Tune / E-Tune (Remote),102.8,,9.98,,,synthetic,synthetic,synthetic,212.9,0.4
BUILD_F6ED77C6,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_5560E728,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_15FA73C7,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B9804A92,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_995E8972,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_49BE092A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_341BB78C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_8BCEC7E7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_80C8E2F2,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F48E2A3D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EA592D09,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B33B334F,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DDC1803B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D3C53CC9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BDCA7D5A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_844B837F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_61EE3CE8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B928492C,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_32D4C652,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_5C4E0959,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_27F3BBCB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_A8124229,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_26BCEDE5,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_17A1B673,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EAF43B22,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_50201C40,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DD66C238,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_0B6F34A3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E2F74FDA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_8F973B59,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3BD93F3C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_C921068B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D4506646,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_171298EE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CF5419E8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_040D67C9,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DCC7E9D5,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_16D9AB5C,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0D153EF0,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_524BF1EB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D3F040F5,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_0D10FA70,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_45E11E42,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B329F971,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B1711DB4,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E605B00B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4456A1BB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_50B94CF8,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_87D0C0EC,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_ECBEEAD3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75CB8A4B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_65ADDEBB,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C9A1B434,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F9D0D1FD,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_908B8ACB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_390A34F6,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_430648AA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_EEE60B38,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C21C6CD3,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_EECA78B2,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_65F17ACB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F76C15E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_633DF9AC,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_C10D4966,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D8D4F3A2,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_4D51C7B5,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E6366AB6,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_5A686F93,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E57C846C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_9A8BF1AF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D71FC9F8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D14573AB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_686A2933,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_96C59018,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E067EDAA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E72F64B1,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_11742192,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_50F29FAF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_416ED606,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F667D273,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0041035A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_3EB9A66A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F53DF367,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_41DD0CAE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0373808A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_35B81C65,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0B665DB8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_FE1DD696,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5467CE4B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_81E1599B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A691B783,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_2A9FC004,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3738FF70,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_76346359,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AFA57BE8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_607E7E44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1EA55E69,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_13D42331,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FCFD3F20,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_85D4A676,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7F8E6FCE,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_944D23BE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_42A45AA1,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_6FA40C3A,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B4484C6F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B9D3002E,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4132619B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_7DC6D409,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A43606E0,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_FB09745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3EC97045,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B843FA16,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FB52008A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_88699365,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_71006346,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_9498E10F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5B2B1480,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1899D629,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4B0C8430,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_BE71A7F3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E291BF81,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_BA50C9E9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_546676EA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_92F3E809,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FF21EED2,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_008CC234,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_ACB18103,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_694377EC,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1ED6FFDB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_C2BCBFA2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_65103E10,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_012976DF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2FB7025F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_882AF460,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4B44478E,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_0AE71E0C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FCD8B1FA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_CFCFEBB7,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2F35FC63,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_BC06D3C0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8388587D,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1412507A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BCD0010B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E0397472,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FADD875A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F10BF990,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_995CAFCB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_71D2CD73,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_50A45A09,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_26B9E185,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DAFEC9F2,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_00334855,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D8FD139C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_4D0B8001,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B678C847,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1BC7B17A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B6F50375,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_EF998685,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_52EE8B7B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E5CADD66,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EC43C912,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_509F371D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BE2C4F2D,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_CB0EBA00,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F03E881F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_F4FC9223,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0BA8D708,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_770CAEEE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C3F1249B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_141CC56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_19A56A4F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_A83C473C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_212DAD0F,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_4A44595A,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_28D89255,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_DBE3AF5D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F1212AEE,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E972CB56,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A2208A57,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_83ABA8F7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F8BB559C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D041BBF6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A82B1685,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_7F34C8AD,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_537B6E74,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D4B3B58A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_593D3863,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_960A8D65,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_870491CD,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_FFDE90CE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_ED78847B,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B1146A30,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_608C6221,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_09D60BEB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_16EFB3A3,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_09923179,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_57654BFA,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_783278D0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_97919434,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_EFF2DD0E,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BF55E475,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_55161A8F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E2C1CE76,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_0A8441A7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F6FE3E67,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_02E9D9CF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8CA41A88,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_FDF3F7E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AEE610A8,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_2A270467,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B2DE0E14,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_0A25D509,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_737D0C29,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_385E0653,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75919D98,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_A88ABE21,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6303F8B4,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D4F68D3A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AD88B87C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1F26EF36,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B01CF0CD,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_A17DB9BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_47EE0350,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_23194FCE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A4A31F8A,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E69F8C08,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_679E4E93,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E34E745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_47997543,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_E4EAEFF1,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_150AE2ED,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_8AE3D938,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_64033D31,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_D606EBAB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C4658A81,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_41360826,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_317D9152,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B086C637,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_ACDEBD46,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_939128DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_402939B9,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_646707F2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4C8D6380,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_DBF03A09,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DC55D410,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1FF584CF,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_92EB858C,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_CB800906,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A1E67321,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_15E35800,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7AF7DEC9,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_AA5CE76B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_29C132F3,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_1BD50E27,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DA19B259,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_192BEA99,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A0278082,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_B1FA1A4B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5B994968,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_39C32D71,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_288A07F7,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_8BE560D2,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_876FE0CB,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_989F2425,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_79E90465,CAR_8A2CC4C4,Audi,A1,25 tfsi black edition 5dr,2018.0,MOD_932CB962,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
